0		0	
0.25		0.00278184	
0.5		0.00558644	
0.75		0.00841415	
1		0.0112653	
1.25		0.0141403	
1.5		0.0170395	
1.75		0.0199633	
2		0.0229122	
2.25		0.0258864	
2.5		0.0288865	
2.75		0.031913	
3		0.0349662	
3.25		0.0380467	
3.5		0.0411549	
3.75		0.0442915	
4		0.0474568	
4.25		0.0506515	
4.5		0.0538762	
4.75		0.0571314	
5		0.0604177	
5.25		0.0637358	
5.5		0.0670864	
5.75		0.0704701	
6		0.0738876	
6.25		0.0773397	
6.5		0.0808272	
6.75		0.0843507	
7		0.0879112	
7.25		0.0915095	
7.5		0.0951464	
7.75		0.098823	
8		0.10254	
8.25		0.106299	
8.5		0.1101	
8.75		0.113944	
9		0.117833	
9.25		0.121768	
9.5		0.12575	
9.75		0.129781	
10		0.13386	
10.25		0.137991	
10.5		0.142173	
10.75		0.146409	
11		0.1507	
11.25		0.155047	
11.5		0.159453	
11.75		0.163918	
12		0.168444	
12.25		0.173034	
12.5		0.177688	
12.75		0.182409	
13		0.187199	
13.25		0.192059	
13.5		0.196992	
13.75		0.202	
14		0.207085	
14.25		0.212249	
14.5		0.217495	
14.75		0.222825	
15		0.228242	
15.25		0.233748	
15.5		0.239346	
15.75		0.245039	
16		0.250829	
16.25		0.256719	
16.5		0.262713	
16.75		0.268813	
17		0.275023	
17.25		0.281346	
17.5		0.287784	
17.75		0.294342	
18		0.301023	
18.25		0.307831	
18.5		0.314768	
18.75		0.321839	
19		0.329047	
19.25		0.336395	
19.5		0.343888	
19.75		0.351529	
20		0.359322	
20.25		0.36727	
20.5		0.375378	
20.75		0.383647	
21		0.392083	
21.25		0.400688	
21.5		0.409466	
21.75		0.418419	
22		0.42755	
22.25		0.436863	
22.5		0.446358	
22.75		0.45604	
23		0.465908	
23.25		0.475965	
23.5		0.486211	
23.75		0.496646	
24		0.507272	
24.25		0.518086	
24.5		0.529088	
24.75		0.540276	
25		0.551646	
25.25		0.563196	
25.5		0.574921	
25.75		0.586816	
26		0.598876	
26.25		0.611092	
26.5		0.623458	
26.75		0.635964	
27		0.648601	
27.25		0.661357	
27.5		0.674221	
27.75		0.68718	
28		0.70022	
28.25		0.713327	
28.5		0.726484	
28.75		0.739674	
29		0.752882	
29.25		0.766087	
29.5		0.779272	
29.75		0.792417	
30		0.805502	
30.25		0.818507	
30.5		0.831411	
30.75		0.844193	
31		0.856833	
31.25		0.869309	
31.5		0.8816	
31.75		0.893687	
32		0.905548	
32.25		0.917166	
32.5		0.928519	
32.75		0.93959	
33		0.950362	
33.25		0.960817	
33.5		0.970939	
33.75		0.980713	
34		0.990126	
34.25		0.999164	
34.5		1.00782	
34.75		1.01607	
35		1.02392	
35.25		1.03135	
35.5		1.03836	
35.75		1.04495	
36		1.05109	
36.25		1.05681	
36.5		1.06208	
36.75		1.0669	
37		1.07129	
37.25		1.07523	
37.5		1.07873	
37.75		1.08179	
38		1.08441	
38.25		1.08659	
38.5		1.08835	
38.75		1.08968	
39		1.09059	
39.25		1.09108	
39.5		1.09117	
39.75		1.09085	
40		1.09015	
40.25		1.08905	
40.5		1.08758	
40.75		1.08575	
41		1.08355	
41.25		1.081	
41.5		1.07811	
41.75		1.07488	
42		1.07133	
42.25		1.06747	
42.5		1.06331	
42.75		1.05885	
43		1.05411	
43.25		1.04909	
43.5		1.0438	
43.75		1.03827	
44		1.03248	
44.25		1.02646	
44.5		1.02022	
44.75		1.01376	
45		1.00709	
45.25		1.00022	
45.5		0.993165	
45.75		0.985929	
46		0.978522	
46.25		0.970954	
46.5		0.963231	
46.75		0.955364	
47		0.94736	
47.25		0.939228	
47.5		0.930975	
47.75		0.922609	
48		0.914138	
48.25		0.905569	
48.5		0.896911	
48.75		0.888169	
49		0.879351	
49.25		0.870463	
49.5		0.861513	
49.75		0.852506	
50		0.843449	
50.25		0.834349	
50.5		0.82521	
50.75		0.816038	
51		0.80684	
51.25		0.797621	
51.5		0.788385	
51.75		0.779139	
52		0.769886	
52.25		0.760631	
52.5		0.75138	
52.75		0.742136	
53		0.732904	
53.25		0.723688	
53.5		0.714492	
53.75		0.705319	
54		0.696174	
54.25		0.687059	
54.5		0.677979	
54.75		0.668935	
55		0.659933	
55.25		0.650974	
55.5		0.642061	
55.75		0.633197	
56		0.624384	
56.25		0.615625	
56.5		0.606923	
56.75		0.598279	
57		0.589696	
57.25		0.581175	
57.5		0.572718	
57.75		0.564328	
58		0.556006	
58.25		0.547752	
58.5		0.53957	
58.75		0.53146	
59		0.523423	
59.25		0.515461	
59.5		0.507575	
59.75		0.499765	
60		0.492033	
